price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,zipcode,lat,sqft_living15,month,renovated_age
0.49995,4,2.5,2910,20067,2.0,0,0,3,9,0,98168,47.4714,1730,3,14
0.25,2,1.0,1110,26051,1.0,0,0,3,6,0,98168,47.4711,2240,5,63
0.13,2,1.0,880,9000,1.0,0,0,3,5,0,98188,47.4672,1410,8,86
0.235,5,1.0,1500,9282,1.5,0,0,5,6,0,98168,47.4702,1520,9,48
0.355,2,1.0,1450,9150,1.0,0,0,4,7,0,98188,47.4689,1440,3,50
0.4065,3,1.5,1970,10080,1.0,0,0,3,7,0,98168,47.4703,2240,2,49
0.6,5,4.5,4440,9784,2.0,0,0,3,10,0,98168,47.4702,2720,9,2
0.171,4,2.0,1520,19672,1.0,0,0,3,6,500,98188,47.4683,1810,6,94
1.51,5,3.0,3300,33474,1.0,0,3,3,9,1430,98040,47.5673,3836,2,24
1.73,5,3.5,5000,26540,2.0,0,3,3,10,1590,98040,47.5665,3360,6,6
2.03,4,3.75,4100,22798,1.5,0,3,5,11,1560,98040,47.5648,3880,6,35
0.35,2,1.75,1430,7921,1.0,0,0,3,7,0,98146,47.5088,1290,3,32
0.372,4,1.5,1780,7914,1.5,0,0,4,7,0,98059,47.5142,1350,12,52
0.39895,4,3.0,3000,10297,2.0,0,0,3,8,0,98042,47.3684,2520,8,11
0.363,4,2.5,2180,9281,2.0,0,0,3,8,0,98042,47.3673,2520,2,11
0.495,3,3.5,1650,1577,2.0,0,0,3,7,550,98109,47.6302,1580,11,2
0.248,3,2.5,1870,4046,2.0,0,0,3,7,0,98042,47.342,2130,1,8
0.31185,4,2.5,1890,4158,2.0,0,0,3,8,0,98042,47.343,2720,3,1
0.287,4,2.5,2660,4082,2.0,0,0,3,7,0,98042,47.3414,2390,12,4
0.805,3,2.75,2600,5875,1.5,0,2,5,8,1000,98116,47.5773,2260,6,85
0.611206,1,1.0,1940,6300,1.0,0,3,3,8,0,98116,47.5782,2560,5,52
0.72,3,1.5,2180,5000,1.0,0,3,4,8,1090,98116,47.5787,2070,12,73
0.59,4,2.75,2240,5400,2.0,0,0,4,7,700,98116,47.5785,1830,9,74
0.3249,4,2.25,2010,7280,2.0,0,0,4,8,0,98032,47.3585,1660,12,26
0.43,3,2.0,1550,6039,1.0,0,0,5,7,720,98126,47.5436,1330,7,72
0.471,2,1.75,1240,6417,1.0,0,0,5,7,0,98126,47.5439,1800,6,90
0.83,3,2.5,3370,6550,2.0,0,2,4,8,530,98126,47.5442,1500,8,13
0.57,4,3.0,1490,6766,1.5,0,1,5,7,0,98136,47.5446,1990,10,99
0.315,2,1.0,630,6550,1.0,0,0,3,5,0,98126,47.5486,1420,4,97
0.398,3,1.0,1480,6550,1.5,0,0,4,6,0,98126,47.5498,1200,11,89
0.37,2,1.0,820,6550,1.0,0,0,3,7,0,98126,47.5478,1640,8,2
0.255,5,2.25,2060,8632,1.0,0,0,3,7,1030,98146,47.4877,1010,5,52
0.19,3,1.75,1100,9452,1.0,0,0,3,6,0,98146,47.4864,1350,11,72
0.225,3,2.0,1700,11475,1.0,0,0,5,6,730,98146,47.4851,1560,6,69
0.275,4,1.75,1680,19405,1.0,0,0,4,7,120,98055,47.4552,2000,4,56
0.129,2,1.0,1150,30184,1.0,0,0,3,6,0,98055,47.4492,1670,6,64
0.17,3,0.75,1040,42180,1.0,0,0,2,6,0,98055,47.4518,1270,9,67
0.35995,3,2.5,1980,7800,2.0,0,0,3,8,0,98055,47.4492,1700,11,15
0.333,4,2.0,2750,9001,1.0,0,0,3,8,0,98055,47.457,1340,10,6
0.212,3,1.0,1000,9450,1.0,0,0,3,6,0,98055,47.4562,1300,4,53
0.252,3,1.0,1170,9730,1.0,0,0,3,7,0,98055,47.4562,1680,7,28
0.75,4,1.5,2060,4000,1.5,0,2,3,7,480,98103,47.6857,1160,5,25
0.393,2,1.0,980,3350,1.0,0,0,4,7,0,98103,47.6858,1260,9,89
0.8,4,2.5,2930,5000,2.0,0,0,3,9,170,98006,47.5424,3230,7,7
1.06,4,4.0,5320,20041,2.0,0,0,3,11,0,98075,47.5852,4640,7,11
1.43,4,5.0,4630,24054,2.0,0,3,3,11,0,98075,47.587,4630,3,10
1.47,4,4.0,4930,22093,2.0,0,3,3,12,0,98075,47.5874,4630,1,11
0.9599,4,3.75,3550,15151,2.0,0,0,3,11,0,98075,47.5888,4340,8,10
0.945,5,3.5,4380,14925,2.0,0,0,3,11,0,98075,47.5848,4310,4,12
1.17,5,3.75,4220,15959,2.0,0,0,3,11,0,98075,47.5869,4630,10,10
1.06,4,3.5,4460,16271,2.0,0,2,3,11,0,98075,47.5862,4540,10,13
1.06,4,5.25,4140,14757,2.0,0,2,3,11,0,98075,47.5871,4440,12,9
1.05,4,3.25,4400,16625,2.0,0,0,3,11,0,98075,47.5868,4440,5,11
1.1,4,3.5,4570,16219,2.0,0,0,3,11,0,98075,47.5859,4700,4,13
1.03,5,3.5,5050,16500,2.0,0,2,3,11,0,98075,47.5863,4570,10,13
1.17,5,4.25,4610,13252,2.0,0,4,3,11,0,98075,47.5878,4400,8,10
0.765,4,4.0,3010,7221,2.0,0,0,3,10,0,98075,47.5833,3490,7,10
0.75,4,2.5,3210,8938,2.0,0,0,3,10,0,98075,47.582,3740,10,9
0.759,5,2.75,3490,8230,2.0,0,0,3,10,0,98075,47.5825,3480,2,10
0.73,4,2.5,3230,7331,2.0,0,0,3,10,0,98075,47.5823,3480,5,10
0.72,4,4.0,3200,7708,2.0,0,0,3,10,0,98075,47.5816,3480,1,11
0.8025,4,3.75,3320,8030,2.0,0,0,3,10,0,98075,47.5818,3740,7,9
0.885,4,2.5,4090,11225,2.0,0,0,3,10,0,98075,47.581,3510,8,9
0.889,4,3.5,4070,10976,2.0,0,0,3,10,0,98075,47.5805,4080,4,11
0.7855,4,4.0,3280,8448,2.0,0,0,3,10,0,98075,47.5818,3730,10,7
0.797,3,3.5,3500,9473,2.0,0,0,3,10,0,98075,47.5807,3510,2,7
0.79,4,3.5,3560,6098,2.0,0,0,3,10,0,98075,47.5828,3660,7,8
0.745,4,3.25,3490,7024,2.0,0,0,3,10,0,98075,47.5834,3450,6,8
0.8525,5,3.75,3830,8131,2.0,0,0,3,10,0,98075,47.5837,3570,12,9
0.815,4,2.5,3880,7208,2.0,0,0,3,10,0,98075,47.5841,3280,3,9
1.46,4,4.0,4620,130208,2.0,0,0,3,10,0,98024,47.5885,4620,4,1
0.275,3,1.0,1320,11090,1.0,0,0,3,7,0,98155,47.7748,1320,11,59
0.355,3,2.25,1430,4777,2.0,0,0,3,7,0,98059,47.4867,1639,10,4
0.333,3,2.5,1520,3041,2.0,0,0,3,7,0,98059,47.4874,1820,11,5
0.33,3,2.5,1520,3003,2.0,0,0,3,7,0,98059,47.4876,1820,9,5
0.25,3,2.5,1610,6600,2.0,0,0,3,7,0,98003,47.2827,1660,9,20
0.21395,3,1.0,1430,7000,1.0,0,0,3,6,0,98023,47.3018,1050,8,46
0.2265,3,1.5,1300,7370,1.0,0,0,4,7,400,98023,47.3025,1430,8,38
0.2375,3,1.75,1050,7854,1.0,0,0,4,7,0,98023,47.3011,1360,3,40
0.645,3,1.75,2070,5500,1.0,0,0,4,7,940,98115,47.6733,1800,7,68
0.263,3,2.25,1590,7748,2.0,0,0,4,7,0,98003,47.2857,1590,5,23
0.115,3,1.75,1080,7942,1.0,0,0,3,7,0,98023,47.3141,1380,2,34
0.2499,4,2.0,1500,7854,1.5,0,0,3,7,0,98023,47.3127,1500,10,31
0.23,3,2.25,1500,7210,1.0,0,0,3,7,350,98023,47.3124,1500,2,31
0.252,3,2.0,1540,7210,2.0,0,0,4,7,0,98023,47.3128,1500,11,30
0.2762,3,2.5,1480,7210,1.0,0,0,3,7,300,98023,47.3124,1690,9,28
0.21995,3,2.25,1500,7615,1.0,0,0,3,7,350,98023,47.3146,1540,6,30
0.268,3,2.5,1850,6676,2.0,0,0,3,7,0,98023,47.3103,1700,10,28
0.225,3,2.0,1320,5665,1.0,0,0,3,7,0,98023,47.3096,1336,8,28
0.248,4,3.5,1850,6519,2.0,0,0,3,7,720,98023,47.3087,1280,5,28
0.221,3,2.25,1430,5999,2.0,0,0,3,7,0,98023,47.3116,1600,8,27
0.24,3,2.25,1460,5818,1.0,0,0,3,7,320,98023,47.3113,1490,12,28
0.27,4,2.5,1750,6397,2.0,0,0,3,7,0,98023,47.3082,1940,3,27
0.25995,4,2.0,1610,6650,1.0,0,0,3,7,0,98023,47.3085,1960,1,26
0.26,4,2.5,1990,6671,2.0,0,0,3,7,0,98023,47.3078,1862,5,25
0.275,3,2.5,1870,6821,2.0,0,0,3,7,0,98023,47.3065,1970,7,25
0.282,4,2.75,2390,7330,2.0,0,0,3,7,0,98023,47.3061,1980,7,25
0.299,3,2.5,2450,7062,2.0,0,0,3,8,0,98023,47.3061,1960,12,21
0.241,3,2.0,1520,7131,1.0,0,0,3,8,0,98023,47.3061,1890,7,21
0.2785,4,2.5,1940,6206,2.0,0,0,3,7,0,98023,47.3063,2060,6,24
0.3044,4,2.75,2140,8100,2.0,0,0,4,7,0,98023,47.3075,1960,7,24
0.273,4,3.0,1990,6180,2.0,0,0,3,7,0,98023,47.3083,1910,5,24
0.31,4,2.75,2370,7320,2.0,0,0,3,7,0,98023,47.3071,1960,9,25
0.435,3,1.75,1310,8065,1.0,0,0,4,6,0,98117,47.701,1420,6,66
0.39995,3,1.0,1470,7930,1.0,0,0,3,7,400,98177,47.7013,1440,8,64
0.401,2,1.0,840,8100,1.0,0,0,4,7,0,98177,47.7019,1100,10,66
0.405,3,1.0,1410,8053,1.0,0,0,4,7,0,98177,47.704,1170,6,63
0.4565,4,3.5,2000,2309,3.0,0,0,3,8,0,98177,47.7027,1440,12,6
0.305,3,1.75,1460,7862,1.0,0,0,3,7,0,98155,47.7755,2200,3,50
0.299,4,2.5,2300,8100,1.0,0,0,4,8,940,98023,47.2979,1910,5,36
0.245,3,1.75,1480,3900,1.0,0,0,4,7,0,98023,47.2977,1830,8,34
0.218,3,1.75,1850,7684,1.0,0,0,3,8,530,98023,47.2975,1940,5,35
0.22,4,2.25,1950,7280,2.0,0,0,4,8,0,98023,47.2957,1910,11,35
0.27,3,2.0,2330,8000,1.0,0,0,3,7,940,98023,47.2958,1570,10,28
0.278,5,1.5,1820,8712,1.0,0,0,5,7,730,98032,47.3712,1820,3,55
0.146,2,1.0,780,9750,1.0,0,0,3,6,0,98168,47.4816,1670,2,78
0.3,3,2.25,1660,5128,2.0,0,0,3,7,0,98019,47.7362,1680,7,13
0.345,3,2.5,1620,5992,2.0,0,0,3,7,0,98019,47.736,1620,9,13
0.55995,5,3.5,2450,8193,2.0,0,0,3,9,0,98028,47.7721,2310,1,10
0.355,2,2.25,1330,10838,2.0,0,0,3,8,0,98028,47.7689,1390,6,29
0.4025,3,2.25,2160,9540,2.0,0,0,3,8,0,98028,47.7668,1720,4,36
0.4,3,1.75,1560,8456,1.0,0,0,5,7,0,98028,47.7769,2230,9,44
0.515,4,2.5,2800,21370,2.0,0,0,3,8,0,98028,47.776,1880,12,11
0.285,3,1.5,1480,7117,1.0,0,0,3,7,310,98028,47.7766,2230,3,55
0.249,3,1.0,1090,10296,1.0,0,0,4,6,0,98028,47.7743,1910,12,64
0.475,6,3.0,3470,117612,1.5,0,0,3,7,0,98028,47.7663,2120,5,90
0.42,2,1.0,960,112384,1.0,0,0,3,7,0,98028,47.7642,1210,10,59
0.23,3,0.75,1040,15000,1.0,0,0,3,6,0,98028,47.7639,1410,7,73
0.25,3,1.5,1170,9848,1.0,0,0,3,7,0,98028,47.7612,2220,4,52
0.383,3,2.5,1720,10031,2.0,0,0,3,8,0,98028,47.7688,2280,12,21
0.48,3,1.5,2100,67269,1.0,0,0,4,7,880,98028,47.7592,1610,8,65
0.375,3,1.75,1160,22470,1.0,0,0,4,7,0,98028,47.7595,1940,6,38
0.325,4,1.75,1370,9993,1.0,0,0,3,6,0,98028,47.7572,1650,4,97
0.63,5,3.5,4060,8309,2.0,0,0,3,9,1100,98028,47.757,1730,4,14
0.31,3,1.0,1430,19901,1.5,0,0,4,7,0,98028,47.7558,1780,5,87
0.415,3,1.0,2020,19210,1.0,0,0,3,6,260,98028,47.7552,1780,8,65
0.236,3,1.75,1560,10919,1.0,0,0,3,7,0,98023,47.2917,1730,11,39
0.54,4,4.25,1960,3565,2.0,0,0,3,7,0,98116,47.5849,1920,5,11
0.595,4,2.25,1920,3225,1.5,0,0,5,7,620,98116,47.5848,1960,9,91
0.68,3,1.75,1660,5750,1.0,0,0,4,7,580,98116,47.5843,2060,3,106
0.25,3,1.75,1628,286355,1.0,0,0,3,7,0,98092,47.2558,1490,2,19
0.495,4,3.0,3620,403693,2.0,0,2,3,9,0,98022,47.2527,2230,12,34
0.55,3,2.5,2920,169448,2.5,0,0,3,9,0,98022,47.2492,2360,8,24
0.549,2,1.0,2034,13392,1.0,1,4,5,7,875,98070,47.3312,1156,6,67
0.169,3,1.5,1470,18459,2.0,0,0,4,6,0,98023,47.3302,1750,8,98
0.425,3,2.75,3610,107386,1.5,1,3,3,8,480,98023,47.3351,2630,3,53
0.629,3,1.75,1460,12367,2.0,1,4,4,8,340,98023,47.3311,1970,2,45
0.249,3,1.0,1030,24750,1.0,0,2,3,5,0,98023,47.3343,2810,1,72
0.21,4,1.0,1200,43560,1.0,0,0,3,5,0,98042,47.3375,1400,8,46
0.3979,3,2.75,2500,35245,1.0,0,0,3,7,920,98042,47.3414,2060,3,15
0.392,4,2.5,2300,41167,2.0,0,0,3,7,0,98042,47.3412,2300,11,26
0.49,3,1.75,2020,215622,2.0,0,0,4,7,0,98070,47.4189,1810,5,40
0.4275,3,1.5,1900,43186,1.5,0,0,4,7,600,98038,47.4199,2080,12,43
0.52,2,1.0,910,5000,1.0,0,0,3,7,0,98107,47.6733,1050,9,90
0.325,4,1.0,1400,9384,1.5,0,0,4,6,0,98106,47.5166,1600,9,66
0.46495,3,2.0,2190,19800,1.0,0,0,3,7,0,98146,47.5106,1640,3,21
0.399888,4,1.0,2370,30200,1.5,0,0,4,7,800,98146,47.5108,1640,12,66
0.283,4,2.0,2100,8160,1.0,0,0,3,7,900,98106,47.5145,1140,12,55
0.165,2,1.0,640,7768,1.0,0,0,3,6,0,98106,47.515,840,7,72
0.425,4,2.5,1920,9000,2.0,0,0,2,7,0,98126,47.5153,1530,4,26
0.24,4,1.0,1910,16320,1.5,0,0,3,6,0,98106,47.5151,1380,6,80
0.148,1,1.0,620,8261,1.0,0,0,3,5,0,98106,47.5138,1180,6,75
0.335,3,1.75,1260,17000,1.0,0,0,3,7,0,98146,47.5114,1540,4,21
0.3,2,1.0,970,13700,1.0,0,0,3,6,0,98106,47.515,1570,5,65
0.535,4,2.75,2360,15100,1.0,0,0,3,8,0,98146,47.5117,1440,8,0
0.309,3,1.0,1300,7200,1.0,0,0,4,7,0,98146,47.5063,1740,4,63
0.303,2,2.0,970,9750,1.0,0,0,5,6,0,98146,47.5073,1850,7,74
0.485,4,2.25,1900,7200,1.0,0,0,3,8,530,98146,47.5033,2030,7,37
0.1025,2,1.0,820,4320,1.0,0,0,3,5,0,98106,47.514,780,7,77
0.295,3,2.25,1330,7200,1.0,0,0,3,7,430,98146,47.5102,1380,10,40
0.35995,3,1.75,1570,6975,1.0,0,0,3,7,530,98126,47.5137,1280,9,35
0.54,3,2.5,1970,14876,1.0,0,0,3,7,650,98146,47.5031,2030,5,34
0.53,3,2.25,2190,220414,1.0,0,0,4,7,860,98059,47.5041,2550,4,39
0.471,4,2.25,3410,57063,2.0,0,0,4,8,1000,98059,47.505,2870,3,37
0.44,3,2.0,1860,217800,2.0,0,2,3,8,0,98059,47.5157,2500,7,16
0.625,4,3.25,2730,54014,1.0,0,0,3,9,1170,98059,47.5133,2730,5,7
0.356,2,1.0,1430,365904,1.0,0,0,3,7,420,98065,47.513,2300,11,23
0.563,4,1.0,1410,3376,1.5,0,0,5,7,0,98107,47.6606,1040,7,103
0.6,3,1.75,1670,39639,1.0,0,0,4,8,0,98075,47.5929,2330,5,22
0.575,2,1.0,1230,2726,1.5,0,0,3,7,350,98117,47.6815,1710,9,94
0.53,3,1.75,1550,3680,1.0,0,0,3,7,500,98117,47.6817,1560,6,87
0.51,6,4.5,3300,7561,2.0,0,0,3,8,0,98052,47.6795,2470,7,34
0.51,6,4.5,3300,7480,2.0,0,0,3,8,0,98052,47.6796,2470,7,34
0.51,6,4.5,3300,7200,2.0,0,0,3,8,0,98052,47.6798,2470,7,34
2.14,4,3.75,5150,453895,2.0,0,3,3,11,790,98053,47.6795,2500,11,17
0.3655,2,1.0,1140,15624,1.0,0,0,4,6,0,98177,47.7673,2110,12,105
0.415,4,1.5,1840,11367,1.5,0,0,4,7,0,98177,47.7656,1690,7,64
0.4349,3,2.0,1520,5040,2.0,0,0,3,7,0,98177,47.777,1860,9,8
0.345,1,1.0,540,10125,1.0,0,0,3,5,0,98177,47.7739,1840,10,53
0.4175,5,1.75,2060,10911,1.0,0,0,4,7,700,98177,47.7767,2060,2,61
0.525,4,2.75,2300,26650,1.0,0,0,4,8,0,98177,47.7771,2000,5,65
0.469,5,2.5,2690,11745,1.0,0,0,3,8,900,98177,47.7708,2670,7,54
0.7,4,2.5,3040,7200,2.0,0,0,3,9,0,98177,47.7747,2360,1,7
0.475,4,2.25,1800,7200,1.0,0,0,3,7,570,98177,47.7717,2260,3,36
0.398,3,1.75,1830,27468,1.0,0,0,3,7,0,98028,47.7754,1860,11,60
0.38,4,2.25,2150,20181,1.0,0,0,3,7,1060,98028,47.7627,2150,6,51
0.45,3,1.75,1540,61419,1.0,0,0,3,7,0,98028,47.7663,3790,8,47
0.4,3,1.75,1530,10731,1.0,0,0,3,7,0,98028,47.7655,2100,6,28
0.445,3,3.0,1970,24318,1.0,0,0,3,8,0,98028,47.7651,2150,5,4
0.547,5,3.0,2200,103237,1.0,0,0,3,7,1040,98072,47.7726,2300,1,44
0.395,4,2.25,1780,10748,2.0,0,0,4,8,0,98072,47.762,2070,1,51
0.799,4,2.5,3170,94855,1.0,0,0,4,9,1260,98072,47.7648,2590,3,37
0.2,4,1.0,1020,42966,1.5,0,0,4,6,0,98072,47.7617,2250,4,93
0.775,3,3.5,2690,104544,2.0,0,0,3,8,0,98072,47.7717,2300,10,24
0.525,3,1.75,2300,43560,1.0,0,0,4,7,950,98077,47.7716,2320,8,35
0.55,3,1.75,1880,45738,1.0,0,0,4,8,470,98072,47.7662,2340,11,34
1.0,3,2.25,3040,52302,1.0,0,0,3,9,0,98072,47.7635,2070,11,9
0.377,4,1.75,1800,8385,1.0,0,0,5,6,900,98133,47.7744,1770,4,65
0.262,4,2.5,2020,6236,2.0,0,0,3,7,0,98001,47.2796,1940,5,12
0.655,4,2.75,3160,8197,1.0,0,0,3,8,1580,98115,47.7004,2050,8,52
0.1799,2,1.0,680,6400,1.0,0,0,3,6,0,98168,47.5136,1240,9,71
0.265,3,1.0,1620,9450,1.5,0,0,3,7,0,98168,47.5136,2070,6,86
0.29,4,1.75,1990,18900,2.0,0,0,4,7,120,98168,47.5131,1710,11,85
0.355,5,2.5,2540,5100,2.0,0,0,3,7,0,98168,47.5123,1400,12,0
0.593,2,2.5,2000,2500,3.0,0,1,3,8,190,98116,47.5788,1970,3,21
0.8,3,2.5,2100,4440,2.0,0,4,3,7,0,98116,47.5865,2100,4,70
0.74995,4,2.75,2600,6050,2.0,0,0,5,8,640,98116,47.5656,1990,5,65
0.625,3,1.75,2240,6050,1.0,0,0,4,8,990,98116,47.5658,1720,8,64
0.544,3,1.5,1790,8203,1.5,0,1,3,7,0,98116,47.5768,1960,6,104
0.6,2,2.5,1830,1988,2.0,0,0,3,9,300,98116,47.5779,1800,8,3
0.945,2,2.5,2540,7089,2.0,0,0,3,9,0,98116,47.5747,1330,6,10
0.3133,2,1.0,970,4800,1.0,0,0,3,6,0,98116,47.5754,1180,8,74
0.399,2,1.0,940,4800,1.0,0,0,4,6,0,98116,47.5756,980,5,59
1.4,4,3.25,4700,9160,1.0,0,4,3,11,2180,98116,47.5744,2240,5,9
0.725,4,2.75,2440,7042,1.5,0,2,4,7,800,98116,47.5731,2170,7,73
0.53,3,1.75,1660,4800,1.0,0,0,3,7,700,98116,47.5734,1510,10,18
0.9,4,3.5,3070,4440,2.0,0,0,3,9,1040,98116,47.5732,1780,3,8
0.856,3,2.5,2160,3920,2.0,0,0,3,9,0,98116,47.5762,1500,2,1
0.65,4,2.0,2850,4497,1.5,0,1,3,7,1120,98144,47.5876,2450,11,104
0.3625,5,2.0,2330,8586,1.0,0,0,4,7,1060,98133,47.7671,1550,10,53
0.324,3,1.0,1160,7202,1.0,0,0,4,7,0,98133,47.7675,1620,12,57
0.33,4,2.5,2105,6093,2.0,0,0,3,8,0,98042,47.3531,1930,7,11
0.3,3,1.0,1010,6300,1.0,0,0,3,7,0,98133,47.7304,1480,9,57
0.495,4,2.5,2140,7245,2.0,0,0,3,7,0,98133,47.729,2080,6,11
0.7,4,3.25,2780,7875,2.0,0,0,3,9,0,98133,47.7294,1000,5,8
0.3113,2,1.0,1000,7228,1.0,0,0,4,7,0,98133,47.7294,1100,10,67
0.34,3,1.0,980,7228,1.5,0,0,3,7,0,98133,47.7294,1070,9,68
0.799,4,1.5,1810,6583,1.0,0,0,3,7,310,98133,47.7273,860,4,47
1.2,5,3.5,3900,4400,2.0,0,0,3,9,1250,98107,47.6607,1190,10,0
0.7525,5,2.75,2720,4680,1.5,0,0,4,8,1010,98107,47.6612,1670,3,102
0.316,3,1.0,1130,7200,1.5,0,0,4,6,0,98133,47.7298,1350,8,72
0.327,3,3.0,1370,1001,3.0,0,0,3,8,0,98133,47.7302,1399,10,5
0.487,3,1.75,1770,10125,2.0,0,0,3,7,0,98133,47.7289,1680,7,36
0.174,2,1.0,600,4854,1.0,0,0,5,6,0,98168,47.4927,1470,8,92
0.2905,4,2.5,1680,3000,2.0,0,0,3,7,0,98178,47.494,1420,3,12
