price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,zipcode,lat,sqft_living15,month,renovated_age
0.432,3,2.5,1920,9812,2.0,0,0,3,8,0,98028,47.7633,1830,11,14
0.335,2,2.0,1420,5185,1.0,0,0,3,7,0,98038,47.3543,2140,12,10
0.3499,5,2.5,2530,4229,2.0,0,0,3,7,0,98038,47.3531,2070,12,10
0.4389,4,2.5,2740,5700,2.0,0,0,3,9,0,98038,47.3535,3010,12,8
0.419,4,2.5,3010,9155,2.0,0,0,3,9,0,98038,47.3542,3010,10,9
0.41,4,2.5,2560,4020,2.0,0,0,3,9,0,98038,47.3533,3010,7,8
0.3985,4,2.5,2820,6666,2.0,0,0,3,9,0,98038,47.3473,1880,12,7
0.41995,3,2.5,3120,6000,2.0,0,0,3,9,0,98038,47.3473,2670,3,8
0.431,4,2.5,3040,6000,2.0,0,0,3,9,0,98038,47.3473,2640,4,8
0.395,4,3.0,2750,7965,2.0,0,0,3,9,0,98038,47.3479,2750,2,3
0.342,3,2.0,1640,4802,1.0,0,0,3,8,0,98038,47.3538,1940,8,4
0.34995,3,2.0,1640,4714,1.0,0,0,3,8,0,98038,47.3539,1770,5,6
0.394,3,2.5,2550,5349,2.0,0,0,3,7,0,98038,47.3504,2640,4,11
0.36,4,2.5,2640,7388,2.0,0,0,3,7,0,98038,47.3505,2640,4,12
0.445,4,2.5,2990,6383,2.0,0,0,3,7,0,98038,47.3499,2640,4,12
0.343,4,2.5,2070,4500,2.0,0,0,3,7,0,98038,47.3497,2760,6,10
0.3505,2,2.5,1770,4950,1.0,0,0,3,7,0,98038,47.3497,1770,10,11
0.2,2,1.75,910,2693,1.0,0,0,3,6,0,98038,47.3493,1360,10,11
0.225,2,2.5,1360,2693,2.0,0,0,3,6,0,98038,47.3492,1360,8,11
0.234,2,2.0,1200,3624,2.0,0,0,3,6,0,98038,47.349,1360,12,11
0.25,3,2.0,1470,2781,2.0,0,0,3,6,0,98038,47.349,1360,12,11
0.222,2,2.0,1360,3300,2.0,0,0,3,6,0,98038,47.3489,1310,8,10
0.218,2,2.0,1310,2841,2.0,0,0,3,6,0,98038,47.3502,1360,6,10
0.25,2,1.75,1350,4023,1.0,0,0,3,7,0,98038,47.3493,1370,5,10
0.388,4,2.5,2560,5800,2.0,0,0,3,9,0,98038,47.3474,3040,1,10
0.398,4,2.5,2820,5510,2.0,0,0,3,9,0,98038,47.3477,2820,1,10
0.2499,2,2.0,1470,2541,2.0,0,0,3,6,0,98038,47.3502,1310,10,9
0.195,2,2.0,1180,2553,2.0,0,0,3,6,0,98038,47.3501,1310,2,10
0.2099,2,2.0,1180,3003,2.0,0,0,3,6,0,98038,47.3491,1310,2,10
0.215,2,2.0,1180,2521,2.0,0,0,3,6,0,98038,47.3487,1310,3,10
0.241,2,2.0,1470,3128,2.0,0,0,3,6,0,98038,47.349,1180,5,9
0.193,2,1.75,910,2550,1.0,0,0,3,6,0,98038,47.3494,1310,3,11
0.219,2,2.0,1310,2550,2.0,0,0,3,6,0,98038,47.3496,1310,9,10
0.19,2,2.5,1100,1737,2.0,0,0,3,8,0,98055,47.4499,1610,8,8
0.292,3,2.5,1610,3848,2.0,0,0,3,8,0,98055,47.4497,1610,1,9
0.305,3,2.5,1610,3516,2.0,0,0,3,8,0,98055,47.4491,1610,4,9
0.2499,3,2.5,1610,3517,2.0,0,0,3,8,0,98055,47.4496,1830,10,9
0.274,3,2.5,1830,2517,2.0,0,0,3,8,0,98055,47.4496,1610,12,9
0.29,3,2.5,1610,2937,2.0,0,0,3,8,0,98055,47.4489,1610,3,9
0.245,3,1.75,1670,24650,1.0,0,0,4,7,0,98022,47.1764,1810,3,41
0.285,1,1.0,1060,54846,1.0,1,4,3,5,0,98070,47.4716,2258,11,79
0.647,4,2.5,2390,5800,2.0,0,0,3,9,0,98075,47.5965,2590,3,15
0.6725,4,2.75,2620,6707,2.0,0,0,3,9,0,98075,47.5965,2590,5,14
0.334,3,1.75,1400,7405,1.0,0,0,3,7,0,98133,47.7569,1820,1,54
0.375,4,1.75,1890,8000,1.0,0,0,4,7,640,98133,47.7576,1870,5,54
0.53,4,2.25,1940,8270,2.0,0,0,5,7,0,98133,47.7567,1800,5,53
0.445,3,1.75,1850,16863,1.0,0,0,4,7,570,98034,47.7166,1790,9,34
0.54,4,2.25,1330,8400,1.5,0,0,3,8,0,98005,47.6078,2270,6,52
0.675,3,1.75,1680,10500,1.0,0,0,4,8,0,98005,47.6098,2250,5,55
0.7685,4,1.75,3620,10400,1.0,0,0,4,8,1800,98005,47.6069,2410,1,50
0.285,3,1.5,1870,42070,1.0,0,0,3,7,0,98168,47.509,1870,10,61
0.535,4,2.5,2750,15099,2.0,0,0,3,8,0,98019,47.7298,2500,3,21
0.562,5,3.0,2795,15101,2.0,0,0,3,8,0,98019,47.7301,2750,6,18
0.645,4,2.5,2860,14000,2.0,0,0,3,8,0,98019,47.7306,2650,7,19
0.5645,4,2.75,3100,14568,2.0,0,0,3,8,0,98019,47.7302,2860,4,20
0.28995,4,1.75,2090,7416,1.0,0,0,4,7,1040,98031,47.4107,1710,12,44
0.273148,3,1.75,1710,7210,1.0,0,0,4,7,470,98031,47.4094,1840,9,40
0.2525,3,2.5,1780,7192,1.0,0,0,4,7,530,98031,47.4093,1870,11,40
0.253,3,1.75,1570,7416,1.0,0,0,4,7,0,98031,47.4117,1900,9,43
0.255,3,2.25,1890,7314,1.0,0,0,3,7,790,98031,47.4121,1520,3,34
0.264,4,1.75,1820,8118,1.0,0,0,4,7,740,98031,47.4104,1810,6,34
0.222,3,1.75,1370,8280,1.0,0,0,4,7,0,98031,47.4096,1850,10,34
0.249,3,2.25,1440,7673,1.0,0,0,3,7,500,98031,47.4034,1440,5,32
0.29995,2,1.75,1460,10506,1.0,0,0,3,7,0,98031,47.4048,1460,10,31
0.25995,3,2.0,1010,7896,1.0,0,0,3,7,0,98031,47.4046,1540,5,31
0.3595,4,1.75,2030,7210,1.0,0,0,3,7,580,98059,47.5067,1750,10,46
0.42,3,2.5,1810,7210,1.0,0,0,5,7,600,98059,47.5067,1770,1,47
0.365,4,2.5,2030,7210,1.0,0,0,5,7,700,98059,47.5067,1980,4,46
0.32,3,2.0,1250,8636,1.0,0,0,5,7,0,98059,47.5066,1620,1,47
0.36,5,2.5,2130,7111,1.0,0,0,3,7,800,98059,47.5071,1840,9,46
0.3095,3,1.0,1250,7320,1.0,0,0,3,7,0,98059,47.5074,1770,10,46
0.399,4,2.5,2100,7355,1.0,0,0,5,7,0,98059,47.5078,1750,3,46
0.416,3,2.5,1790,11542,1.0,0,0,5,7,600,98059,47.5124,1790,4,46
0.395,4,2.5,2130,11733,1.0,0,0,5,7,800,98059,47.512,1800,9,45
0.41,3,1.75,1880,8424,1.0,0,0,4,7,500,98059,47.5116,1970,3,38
0.15,3,1.0,1200,9527,1.0,0,0,3,7,0,98168,47.5112,1510,7,55
0.25,3,1.0,1700,7700,1.0,0,0,3,7,580,98168,47.5114,1700,8,54
0.265,3,1.0,1400,9460,1.0,0,0,3,7,340,98168,47.5119,1570,9,53
0.309,3,1.0,1820,8142,1.0,0,0,3,7,780,98168,47.505,1820,12,53
0.335,2,1.0,1800,8900,1.0,0,0,3,6,900,98168,47.51,2040,4,70
0.56,3,2.5,2020,11935,1.0,0,0,4,9,0,98052,47.632,2410,12,38
0.615,4,1.75,2300,11700,1.0,0,0,4,9,340,98052,47.6331,2840,5,37
0.2505,3,2.0,1710,7225,2.0,0,0,4,7,0,98023,47.2917,1710,6,26
0.2435,4,2.5,1980,7403,2.0,0,0,3,7,0,98023,47.2897,1980,5,26
0.246,3,2.5,1650,6675,1.0,0,0,3,8,360,98023,47.2899,1880,11,24
0.513,4,2.5,2660,8887,1.0,0,0,4,8,780,98166,47.439,1910,4,48
0.496,3,3.5,3090,27598,2.0,0,2,4,9,1070,98070,47.3541,2180,9,19
0.7225,5,2.25,3700,7207,1.0,0,1,5,8,1850,98177,47.7736,2340,12,44
0.5351,3,2.25,2070,7207,1.0,0,0,3,8,350,98177,47.7735,2350,9,41
0.25,4,2.0,1960,7560,1.0,0,0,5,7,800,98031,47.4081,1950,5,36
0.2649,4,2.5,2040,7000,1.0,0,0,3,7,790,98031,47.4056,1900,4,36
0.275,5,2.25,1820,10500,1.0,0,0,4,7,740,98031,47.4058,1820,2,36
0.355,3,1.0,1650,10075,1.0,0,0,3,7,480,98177,47.7695,1690,2,60
1.4,4,3.5,3560,16782,2.0,0,0,3,10,1000,98040,47.5569,3100,8,0
0.298,4,2.5,1960,11798,2.0,0,0,3,8,0,98092,47.3293,2360,4,16
0.2957,4,2.5,1720,5805,2.0,0,0,3,8,0,98092,47.3286,2360,11,14
0.333,4,2.5,2690,5505,2.0,0,0,3,8,0,98042,47.3666,2690,3,11
0.301,3,2.5,2420,4750,2.0,0,0,3,8,0,98042,47.3663,2690,4,12
0.3,4,2.5,2500,4750,2.0,0,0,3,8,0,98042,47.3666,2690,4,12
0.754842,3,2.5,2930,5641,2.0,0,0,3,8,0,98052,47.71,3300,10,1
0.543,4,2.25,2060,8767,2.0,0,0,3,8,0,98052,47.7228,1610,8,31
0.7248,3,2.0,2050,3933,1.0,0,0,3,8,870,98112,47.6436,1940,5,13
1.05,3,2.0,2090,4077,1.5,0,0,4,8,560,98112,47.6433,2010,12,83
0.95,4,2.5,1700,4418,2.0,0,0,3,8,0,98112,47.6434,2090,3,15
1.35,4,1.75,2000,3728,1.5,0,0,4,9,180,98112,47.643,1950,5,89
0.69,4,3.25,3730,11820,2.0,0,0,3,10,1270,98029,47.5775,3680,7,24
1.96,4,4.0,4430,31353,2.0,0,0,3,12,0,98005,47.6422,3900,4,17
0.975,5,4.0,4850,36450,2.0,0,0,3,10,0,98005,47.6426,3850,5,37
0.39,3,1.75,2200,8036,1.0,0,0,3,7,930,98011,47.7763,1850,11,36
0.4,4,2.5,2530,7563,1.0,0,0,3,7,1090,98011,47.7762,1960,6,36
0.402,4,1.75,1510,9176,1.0,0,0,5,7,0,98133,47.7651,1480,9,57
0.24,3,2.0,1400,6200,1.0,0,0,3,6,700,98133,47.7634,1410,5,66
0.29595,2,1.0,1190,6200,1.0,0,0,3,7,0,98133,47.7634,1470,7,66
0.41995,3,2.25,1250,811,3.0,0,0,3,8,0,98136,47.5419,1250,5,1
0.395,2,2.25,1350,1493,2.0,0,0,3,8,300,98136,47.5421,1250,6,7
0.485,3,2.0,1610,4160,1.0,0,0,4,7,600,98136,47.5421,1040,5,97
0.4,2,1.0,910,4000,1.0,0,0,3,7,0,98136,47.5427,1060,4,97
0.335,2,1.75,1060,1202,2.0,0,0,3,7,300,98136,47.5426,1060,10,11
0.52,3,2.0,1510,3760,1.0,0,0,5,7,580,98136,47.5425,1510,4,90
0.6,4,1.5,1770,6014,1.5,0,0,4,7,530,98116,47.5773,1740,7,68
0.4625,2,2.0,1540,7290,2.0,0,0,3,7,0,98136,47.551,1540,11,31
0.4506,2,1.0,840,7020,1.5,0,0,4,7,0,98136,47.5513,1310,4,72
0.695,3,2.0,2560,6800,1.0,0,1,4,8,1180,98136,47.5506,1780,4,63
0.338,3,1.5,2400,8215,1.0,0,0,3,7,1200,98146,47.5001,1460,12,53
0.355,4,3.0,2580,9601,2.0,0,0,4,7,450,98070,47.3726,1900,2,23
0.389,3,2.0,2080,12972,1.0,0,0,4,7,830,98070,47.3733,1530,5,34
0.453,4,2.75,2300,37533,1.0,0,3,5,8,750,98070,47.3714,2130,6,35
0.2565,2,1.0,1120,9912,1.0,0,0,4,6,0,98070,47.3735,1540,5,34
0.385,3,2.0,1590,9912,2.0,0,0,3,8,0,98070,47.3731,1670,6,14
0.695,3,2.0,2632,18743,2.0,0,3,3,10,0,98070,47.3743,1970,4,15
0.545,4,3.0,3160,10948,1.0,0,3,3,8,1230,98070,47.3733,2380,11,23
0.6225,5,2.75,3320,23760,2.0,0,0,4,8,1130,98072,47.7498,2520,6,39
0.32895,4,1.75,2550,8976,1.0,0,0,5,7,1250,98058,47.4286,2220,7,36
0.258,3,2.0,1790,7879,1.5,0,0,3,7,0,98001,47.2634,1790,12,16
0.45,3,2.75,2840,39324,1.0,0,0,3,9,640,98092,47.3076,2840,3,27
0.38,3,3.25,2090,51212,1.0,0,0,3,8,580,98092,47.3097,2690,4,26
0.4495,4,2.5,2410,55931,2.0,0,0,3,9,0,98092,47.3109,2780,4,26
0.465,4,2.5,2820,39413,2.0,0,0,4,9,0,98092,47.3064,2910,12,25
1.28,4,2.0,2850,7861,1.0,0,4,4,10,1400,98117,47.6995,2810,5,44
0.922,4,2.5,2620,14126,1.0,0,4,4,8,1000,98117,47.6983,2620,10,73
1.19,7,3.5,3890,8342,2.0,0,4,3,9,1050,98117,47.7011,2870,3,47
